Date,Time,CED_METER_READING,CED_DAILY CONS.,Oven_METER _READING,Oven_DAILY _CONS.,PT_METER READING,PT_DAILY CONS.,REC_METER_READING,REC_DAILY_CONS.,CH1_METER READING,CH1_DAILY_CONS.,CH2_METER_READING,CH2_DAILY_CONS.,GasFlow_MR_kg,GasFlow_DC_kg
,,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,KWH,Kg,Kg
4/1/2019,5:23:05,182517,50,102333,8,51597,62,45465,0,866,1,380597,238,39277.24,0
4/1/2019,13:53:04,182624,107,102737,402,51814,217,45578,112,867,1,381305,699,39435.61,157.3945
4/1/2019,22:23:04,182717,94,103072,337,51916,103,45703,126,868,1,382425,1128,39555.8,121.168
4/2/2019,5:23:03,182769,52,103081,9,51952,35,45703,0,869,1,382729,304,39555.8,0
4/2/2019,13:53:02,182879,110,103506,423,52188,236,45928,224,871,2,383850,1112,39763.49,206.9609
4/2/2019,22:23:02,182967,88,103812,308,52261,74,46014,86,872,1,385058,1215,39860.98,98.21484
4/3/2019,5:23:02,183019,52,103820,8,52296,34,46014,0,873,1,385310,253,39860.98,0
4/3/2019,13:53:01,183130,111,104246,424,52534,238,46236,221,874,1,386479,1164,40069.8,207.8477
4/3/2019,22:23:00,183214,84,104616,372,52601,68,46322,87,875,1,387815,1341,40160.85,92.01953
4/4/2019,5:23:00,183265,51,104624,8,52636,34,46322,0,877,2,388182,367,40160.85,0
4/4/2019,13:52:59,183378,112,105055,430,52870,233,46551,229,878,1,389559,1366,40380.57,218.7305
4/4/2019,22:22:59,183456,78,105435,381,52915,45,46608,57,879,1,390916,1367,40451.35,71.76953
4/5/2019,5:22:58,183506,51,105443,8,52951,36,46608,0,880,1,391298,382,40451.35,0
4/5/2019,13:52:58,183618,111,105868,423,53194,243,46835,227,881,1,392582,1274,40667.57,215.4844
4/5/2019,22:22:57,183695,77,106141,275,53236,43,46885,50,883,2,393980,1406,40738.61,71.77734
4/6/2019,5:22:57,183745,50,106149,8,53273,36,46885,0,884,1,394515,536,40738.61,0
4/6/2019,13:52:56,183857,112,106576,426,53513,240,47114,227,885,1,395926,1406,40953.73,214.1563
4/6/2019,22:22:56,183938,81,106952,377,53558,46,47174,62,886,1,397308,1386,41027.93,74.92578
4/7/2019,5:22:55,183990,51,106953,1,53566,8,47174,0,887,1,397870,562,41027.93,0
4/7/2019,13:52:55,184057,68,106955,2,53570,4,47174,0,888,1,398617,742,41027.93,0
4/7/2019,22:22:54,184121,64,106957,2,53570,0,47174,0,890,2,399472,860,41027.93,0
4/8/2019,5:22:54,184171,49,106959,2,53606,35,47174,0,891,1,400006,534,41027.93,0
4/8/2019,13:52:53,184283,113,107375,415,53852,246,47408,232,892,1,401050,1044,41238.27,209.3555
4/8/2019,22:22:53,184358,74,107624,250,53880,29,47444,38,893,1,401898,848,41302.23,64.69141
4/9/2019,5:22:52,184410,52,107626,2,53920,39,47444,0,894,1,402204,306,41302.23,0
4/9/2019,13:52:52,184520,110,108065,437,54166,246,47690,245,896,2,403314,1105,41509.83,207.3555
4/9/2019,22:22:51,184594,75,108373,309,54184,19,47714,25,897,1,404499,1185,41549.38,39.79297
4/10/2019,5:22:51,184644,50,108374,1,54221,37,47714,0,898,1,404935,439,41549.38,0
4/10/2019,13:52:50,184754,110,108789,413,54461,239,47938,223,899,1,406366,1425,41763.36,213.0117
4/10/2019,22:22:50,184831,77,109125,337,54504,44,47983,45,900,1,407651,1290,41830.32,67.93359
4/11/2019,5:22:49,184882,51,109127,2,54539,35,47983,0,902,2,408146,491,41830.32,0
4/11/2019,13:52:49,184994,111,109544,416,54784,244,48212,228,903,1,409183,1035,70.45457,-41760.84
4/11/2019,22:22:48,185072,79,109918,375,54831,47,48266,55,904,1,410534,1351,136.5333,67.04872
4/12/2019,5:22:48,185123,51,109920,2,54862,30,48266,0,905,1,411102,572,136.5333,0
4/12/2019,13:52:47,185230,106,110330,408,55101,239,48496,229,906,1,412135,1029,351.0872,213.8288
4/12/2019,22:22:47,185313,84,110611,283,55138,38,48542,47,908,2,413318,1186,417.0627,66.70065
4/13/2019,5:22:46,185373,60,110612,1,55143,5,48542,0,909,1,413622,305,417.0627,0
4/13/2019,13:52:46,185433,60,110614,2,55143,0,48542,0,910,1,414304,682,417.0627,0
4/13/2019,22:22:46,185483,50,110616,2,55143,0,48542,0,911,1,415134,830,417.0627,0
4/14/2019,5:22:45,185530,46,110618,2,55143,0,48542,0,912,1,415408,274,417.0627,0
4/14/2019,13:52:44,185589,59,110620,2,55148,5,48542,0,913,1,416067,659,417.0627,0
4/14/2019,22:22:44,185651,63,110622,2,55151,3,48542,0,915,2,417176,1109,417.0627,0
4/15/2019,5:22:44,185700,49,110624,2,55200,49,48542,0,916,1,417635,459,417.0627,0
4/15/2019,13:52:43,185809,109,111055,429,55443,242,48732,189,917,1,418888,1247,637.4222,219.3948
4/15/2019,22:22:42,185890,81,111437,384,55499,57,48789,58,918,1,420179,1297,720.6963,83.99829
4/16/2019,5:22:42,185941,50,111439,2,55527,27,48789,0,919,1,420623,440,720.6963,0
4/16/2019,13:52:42,186046,106,111865,424,55769,242,49011,221,921,2,421558,933,934.6188,212.9609
4/16/2019,22:22:40,186117,71,112170,307,55785,17,49031,21,922,1,422469,912,974.4449,40.54767
4/17/2019,5:22:41,186167,50,112172,2,55818,32,49031,0,923,1,422520,53,974.4449,0
4/17/2019,13:52:40,186275,108,112597,423,56051,233,49241,210,924,1,423402,875,1191.697,216.274
4/17/2019,22:22:38,186338,62,113030,434,56056,5,49241,0,925,1,423830,436,1240.228,49.50916
4/18/2019,5:22:37,186388,50,113032,2,56094,37,49241,0,926,1,423904,74,1240.228,0
4/18/2019,13:52:36,186490,102,113447,413,56337,243,49461,220,928,2,424766,852,1454.258,213.0503
4/18/2019,22:22:36,186563,73,113768,322,56377,41,49510,49,929,1,425501,744,1519.043,65.7644
4/19/2019,5:22:35,186613,50,113770,2,56416,38,49510,0,930,1,425740,235,1519.043,0
4/19/2019,13:52:35,186714,100,114178,406,56659,243,49754,243,931,1,426943,1201,1726.61,206.5822
4/19/2019,22:22:34,186782,69,114410,234,56679,21,49782,29,933,2,427911,973,1778.12,52.49487
4/20/2019,5:22:34,186830,48,114411,1,56707,28,49782,0,934,1,428282,367,1778.12,0
4/20/2019,13:52:33,186937,106,114829,416,56952,244,50021,239,935,1,429493,1203,1993.048,213.9463
4/20/2019,22:22:32,187010,74,115137,310,56973,22,50050,29,936,1,430699,1212,2037.244,45.1781
4/21/2019,5:22:32,187059,48,115139,2,56979,6,50050,0,937,1,431062,366,2037.244,0
4/21/2019,13:52:32,187125,67,115141,2,56982,3,50050,0,938,1,431729,667,2037.244,0
4/21/2019,22:22:30,187184,59,115143,2,56984,2,50050,0,940,2,432825,1096,2037.244,0
4/22/2019,5:22:31,187232,48,115145,2,57031,46,50050,0,941,1,433237,412,2037.244,0
4/22/2019,13:52:30,187340,107,115561,414,57278,247,50275,224,942,1,434646,1403,2250.481,212.2599
4/22/2019,22:22:30,187409,70,115887,328,57293,16,50299,25,943,1,435947,1302,2296.289,46.78467
4/23/2019,5:22:30,187459,49,115889,2,57327,33,50299,0,944,1,436466,523,2296.289,0
4/23/2019,13:52:29,187566,108,116308,418,57580,252,50540,239,946,2,437604,1133,2513.637,216.6177
4/23/2019,22:22:29,187638,71,116657,350,57605,26,50583,44,947,1,439016,1412,2569.346,56.4397
4/24/2019,5:22:28,187686,49,116659,2,57641,35,50583,0,948,1,439765,750,2569.346,0
4/24/2019,13:52:28,187791,105,117067,406,57890,249,50822,238,949,1,440898,1131,2783.262,212.947
4/24/2019,22:22:26,187863,72,117326,261,57932,43,50873,52,950,1,442486,1593,2848.948,66.41089
4/25/2019,5:22:27,187910,47,117327,1,57966,33,50873,0,951,1,443106,611,2848.948,0
4/25/2019,13:52:27,188018,107,117730,402,58210,244,51116,242,953,2,444539,1435,3060.533,210.6201
4/25/2019,22:22:25,188099,82,118080,351,58246,37,51167,52,954,1,445935,1397,3123.828,64.01831
4/26/2019,5:22:26,188153,54,118082,2,58268,21,51167,0,955,1,446624,694,3123.828,0
4/26/2019,13:52:25,188265,112,118498,415,58513,245,51411,242,956,1,447811,1187,3342.461,217.668
4/26/2019,22:22:25,188344,79,118859,362,58546,34,51457,48,1033,76,447823,12,3401.781,60.28442
4/27/2019,5:22:25,188396,52,118860,1,58579,32,51457,0,1186,153,447823,0,3401.781,0
4/27/2019,13:52:25,188507,111,119272,411,58822,243,51708,250,1296,111,447823,0,3617.77,215.0061
4/27/2019,22:22:24,188575,68,119595,324,58838,17,51726,18,1416,120,447823,0,3654.441,37.65405
4/28/2019,5:22:24,188626,50,119597,2,58844,6,51726,0,1521,104,447823,0,3654.441,0
4/28/2019,13:52:24,188688,63,119599,2,58845,1,51726,0,1602,82,447823,0,3654.441,0
4/28/2019,22:22:23,188748,60,119601,2,58848,3,51726,0,1746,144,447823,0,3654.441,0
4/29/2019,5:22:24,188797,49,119603,2,58885,36,51726,0,1802,56,447823,0,3654.441,0
4/29/2019,13:52:24,188900,103,120005,401,59134,249,51961,234,1972,168,447823,0,3865.19,209.7717
4/29/2019,22:22:23,188973,73,120159,155,59164,31,52007,47,2119,148,447823,0,3933.206,68.99316
4/30/2019,5:22:23,189023,50,120160,1,59201,36,52007,0,2176,55,447823,0,3933.206,0
4/30/2019,13:52:23,189133,109,120572,411,59446,245,52241,233,2340,165,447823,0,4136.679,202.7383
4/30/2019,22:22:22,189210,78,120918,347,59470,25,52271,31,2519,180,447823,0,4186.984,51.04004
5/1/2019,5:22:23,189261,51,120926,8,59515,44,52271,0,2576,57,447823,0,4186.984,0
5/1/2019,13:52:22,189372,111,121336,408,59753,238,52496,224,2753,177,447823,0,4394.306,206.3569
5/1/2019,22:22:22,189446,74,121713,379,59784,32,52538,43,2929,175,447823,0,4457.762,64.42139
5/2/2019,5:22:22,189497,51,121721,8,59819,35,52538,0,2979,51,447823,0,4457.762,0
5/2/2019,13:52:22,189605,108,122121,399,60056,236,52762,223,3149,169,447823,0,4664.458,206.6953
5/2/2019,22:22:20,189676,71,122252,132,60086,31,52791,30,3262,114,447823,0,4718.367,53.90967
5/3/2019,5:22:21,189725,49,122260,8,60115,28,52791,0,3306,44,447823,0,4718.367,0
5/3/2019,13:52:21,189832,107,122665,404,60351,236,53035,242,3435,127,447823,0,4921.358,202.0054
5/3/2019,22:22:21,189904,72,122977,313,60366,16,53049,16,3569,136,447823,0,4957.063,36.44287
5/4/2019,5:22:20,189955,51,122985,8,60400,34,53049,0,3623,54,447823,0,4957.063,0
5/4/2019,13:52:20,190060,105,123367,381,60634,233,53264,213,3765,140,447823,0,5141.205,183.1792
5/4/2019,22:22:20,190140,80,123499,133,60665,31,53307,44,3914,151,447823,0,5201.583,61.09961
5/5/2019,5:22:19,190191,51,123507,8,60672,7,53307,0,3958,44,447823,0,5201.583,0
5/5/2019,13:52:19,190258,67,123516,9,60673,1,53307,0,3978,20,447823,0,5201.583,0
5/5/2019,22:22:19,190324,65,123526,10,60673,0,53307,0,3980,2,447823,0,5201.583,0
5/6/2019,5:22:17,190374,50,123534,8,60694,20,53307,0,3982,2,447823,0,5201.583,0
5/6/2019,13:52:17,190475,102,123922,386,60924,230,53533,225,4259,275,447823,0,5400.993,198.6792
5/6/2019,22:22:18,190545,70,124056,135,60955,32,53566,33,4425,167,447823,0,5464.083,63.8208
5/7/2019,5:22:17,190596,51,124064,8,60989,33,53566,0,4478,53,447823,0,5464.083,0
5/7/2019,13:52:16,190692,96,124434,368,61221,232,53768,201,4629,149,447823,0,5651.551,186.5029
5/7/2019,22:22:17,190760,68,124778,346,61245,25,53799,32,4802,173,447823,0,5703.082,52.25586
5/8/2019,5:22:16,190811,50,124786,8,61273,27,53799,0,4871,70,447823,0,5703.082,0
5/8/2019,13:52:16,190897,87,125207,419,61421,149,53937,138,5040,168,447823,0,5854.559,151.4771
5/8/2019,22:22:16,190957,60,125380,175,61424,3,53937,0,5184,144,447823,0,5854.559,0
5/9/2019,5:22:16,191008,51,125388,8,61460,36,53937,0,5245,62,447823,0,5854.559,0
5/9/2019,13:52:16,191096,88,125805,415,61611,151,54070,133,5404,159,447823,0,6010.511,155.9521
5/9/2019,22:22:16,191157,60,125972,169,61614,3,54070,0,5559,155,447823,0,6010.511,0
5/10/2019,5:22:15,191206,50,125980,8,61617,3,54070,0,5642,83,447823,0,6010.511,0
5/10/2019,13:52:15,191276,70,126100,119,61716,98,54104,34,5752,109,447823,0,6056.964,45.46826
5/10/2019,22:22:15,191354,78,126521,422,61800,85,54221,117,5940,189,447823,0,6182.893,126.9136
5/11/2019,5:22:16,191404,50,126529,8,61832,32,54221,0,5998,58,447823,0,6182.893,0
5/11/2019,13:52:15,191501,97,126946,415,62027,195,54409,188,6152,154,447823,0,6389.582,206.6885
5/11/2019,22:22:14,191562,61,126962,18,62031,4,54409,0,6265,113,447823,0,6389.582,0
5/12/2019,5:22:15,191612,49,126970,8,62035,4,54409,0,6319,54,447823,0,6389.582,0
5/12/2019,13:52:14,191671,60,126978,8,62039,4,54409,0,6424,105,447823,0,6389.582,0
5/12/2019,22:22:14,191729,58,126987,9,62043,4,54409,0,6524,98,447823,0,6389.582,0
5/13/2019,5:22:14,191777,48,126995,8,62072,28,54409,0,6576,54,447823,0,6389.582,0
5/13/2019,13:52:13,191872,94,127384,388,62304,232,54641,231,6739,162,447823,0,6587.475,196.9277
5/13/2019,22:22:13,191938,67,127706,323,62317,14,54661,21,6897,158,447823,0,6629.137,42.62744
5/14/2019,5:22:13,191987,48,127709,3,62317,0,54661,0,6941,45,447823,0,6629.137,0
5/14/2019,13:52:13,192072,86,128031,321,62501,184,54792,131,7050,109,447823,0,6782.685,153.5479
5/14/2019,22:22:13,192133,61,128243,213,62504,3,54792,0,7155,105,447823,0,6782.685,0
5/15/2019,5:22:13,192183,50,128245,2,62536,31,54792,0,7183,28,447823,0,6782.685,0
5/15/2019,13:52:12,192281,97,128660,414,62770,234,55031,239,7327,143,447823,0,7003.366,219.6909
5/15/2019,22:22:12,192350,70,128870,211,62782,13,55037,6,7426,100,447823,0,7040.293,37.91797
5/16/2019,5:22:10,192408,58,128872,2,62814,32,55037,0,7486,60,447823,0,7040.293,0
5/16/2019,13:52:11,192511,103,129275,401,63046,231,55276,238,7634,147,447823,0,7254.189,212.9097
5/16/2019,22:22:11,192584,73,129601,328,63067,22,55310,35,7758,125,447826,3,7310.154,56.70361
5/17/2019,5:22:10,192636,51,129602,1,63096,28,55310,0,7816,57,447826,0,7310.154,0
5/17/2019,13:52:09,192744,108,130008,405,63329,233,55542,232,7956,139,447826,0,7515.549,204.4365
5/17/2019,22:22:09,192811,68,130275,268,63336,8,55550,8,8045,90,447826,0,7549.147,34.31592
5/18/2019,5:22:08,192861,50,130277,2,63370,33,55550,0,8102,55,447826,0,7549.147,0
5/18/2019,13:52:08,192961,99,130686,407,63550,181,55723,173,8238,137,447830,4,7731.653,182.5063
5/18/2019,22:22:08,193027,65,130706,21,63553,3,55723,0,8338,99,447830,0,7731.653,0
5/19/2019,5:22:09,193079,53,130708,2,63560,7,55723,0,8390,52,447830,0,7731.653,0
5/19/2019,13:52:08,193145,66,130710,2,63560,0,55723,0,8488,99,447830,0,7731.653,0
5/19/2019,22:22:07,193210,65,130712,2,63560,0,55723,0,8618,129,447830,0,7731.653,0
5/20/2019,5:22:07,193260,50,130714,2,63600,39,55723,0,8679,62,447830,0,7731.653,0
5/20/2019,13:52:07,193360,100,131079,364,63788,189,55871,148,8846,167,447830,0,7883.932,152.2783
5/20/2019,22:22:05,193424,64,131292,214,63791,3,55871,0,8990,144,447830,0,7883.932,0
5/21/2019,5:22:06,193477,52,131294,2,63836,44,55871,0,9055,65,447830,0,7883.932,0
5/21/2019,13:52:05,193583,106,131684,389,64071,235,56086,214,9244,189,447848,18,8083.902,199.0239
5/21/2019,22:22:05,193649,67,131730,47,64076,6,56093,8,9400,156,447879,31,8108.667,25.71094
5/22/2019,5:22:04,193699,50,131732,2,64079,3,56093,0,9478,77,447890,11,8108.667,0
5/22/2019,13:52:04,193760,61,131734,2,64081,2,56093,0,9585,107,447903,13,8108.667,0
5/22/2019,22:22:03,193822,62,131736,2,64084,3,56093,0,9742,157,447925,22,8108.667,0
5/23/2019,5:22:03,193873,51,131751,12,64115,31,56093,0,9823,81,447925,0,8109.73,0.7753906
5/23/2019,13:52:02,193976,103,132191,440,64349,233,56307,212,9969,145,447925,0,8331.188,221.0298
5/23/2019,22:22:01,194065,89,132472,283,64464,116,56450,145,10133,164,447991,66,8483.983,153.5117
5/24/2019,5:22:00,194115,49,132474,2,64490,25,56450,0,10192,59,447991,0,8483.983,0
5/24/2019,13:52:00,194216,102,132868,393,64713,224,56649,199,10285,94,447991,0,8682.448,197.5195
5/24/2019,22:22:00,194276,59,133131,264,64716,3,56649,0,10384,99,447991,0,8703.869,22.12891
5/25/2019,5:21:59,194326,51,133133,2,64719,3,56649,0,10444,60,447991,0,8703.869,0
5/25/2019,13:51:58,194392,65,133135,2,64722,3,56649,0,10539,94,447991,0,8703.869,0
5/25/2019,22:21:58,194458,67,133137,2,64733,11,56649,0,10599,61,448561,564,8703.869,0
5/26/2019,5:21:57,194509,51,133139,2,64740,7,56649,0,10601,2,449137,577,8703.869,0
5/26/2019,13:51:57,194575,65,133141,2,64745,5,56649,0,10603,2,450031,893,8703.869,0
5/26/2019,22:21:56,194642,67,133143,2,64749,3,56649,0,10605,2,451454,1423,8703.869,0
5/27/2019,5:21:56,194692,51,133145,2,64779,30,56649,0,10607,2,452167,713,8703.869,0
5/27/2019,13:51:55,194797,104,133543,396,65004,226,56870,221,10609,2,454087,1913,8906.041,201.2266
5/27/2019,22:21:55,194866,70,133749,208,65008,4,56871,1,10611,2,455811,1730,8934.618,29.52246
5/28/2019,5:21:55,194919,53,133751,2,65034,25,56871,0,10612,1,456586,779,8934.618,0
5/28/2019,13:51:54,195014,95,134158,405,65173,140,56985,114,10614,2,458345,1754,9062.757,128.1387
5/28/2019,22:21:54,195081,67,134337,181,65176,3,56985,0,10616,2,460050,1706,9062.757,0
5/29/2019,5:21:54,195132,51,134339,2,65194,18,56985,0,10618,2,460858,812,9062.757,0
5/29/2019,13:51:54,195233,101,134699,358,65396,202,57127,142,10620,2,462701,1837,9229.203,165.5039
5/29/2019,22:21:54,195299,66,135023,325,65406,10,57127,0,10622,2,464103,1402,9238.71,10.44922
5/30/2019,5:21:53,195352,53,135025,2,65411,5,57127,0,10624,2,464936,834,9238.71,0
5/30/2019,13:51:53,195417,65,135027,2,65444,33,57127,0,10626,2,466120,1181,9238.71,0
5/30/2019,22:21:53,195481,64,135029,2,65508,64,57127,0,10628,2,467542,1424,9238.71,0
5/31/2019,5:21:53,195535,53,135031,2,65545,37,57127,0,10630,2,468420,882,9238.71,0
5/31/2019,13:51:52,195598,63,135032,1,65550,5,57127,0,10632,2,469772,1347,9238.71,0
5/31/2019,22:21:52,195658,61,135035,3,65572,22,57127,0,10634,2,471215,1444,9238.71,0
6/1/2019,5:21:52,195708,50,135036,1,65581,9,57127,0,10636,2,471984,769,9238.71,0
6/1/2019,13:51:52,195775,67,135038,2,65586,5,57127,0,10638,2,473312,1321,9238.71,0
6/1/2019,22:21:52,195845,70,135040,2,65590,4,57127,0,10640,2,474922,1615,9238.71,0
6/2/2019,5:21:51,195896,51,135042,2,65593,3,57127,0,10641,1,475861,939,9238.71,0
6/2/2019,13:51:51,195964,67,135044,2,65597,4,57127,0,10643,2,477237,1375,9238.71,0
6/2/2019,22:21:51,196026,61,135046,2,65600,3,57127,0,10645,2,478934,1698,9238.71,0
6/3/2019,5:21:51,196077,51,135048,2,65633,32,57127,0,10647,2,479874,939,9238.71,0
6/3/2019,13:51:50,196172,94,135340,290,65869,236,57273,145,10649,2,481698,1819,9366.136,126.7129
6/3/2019,22:21:50,196253,82,135748,410,65927,59,57337,65,10651,2,483676,1982,9445.539,80.11621
6/4/2019,5:21:49,196304,51,135749,1,65957,29,57337,0,10653,2,484404,732,9445.539,0
6/4/2019,13:51:50,196413,109,136139,388,66198,241,57542,204,10655,2,486006,1598,9637.556,191.2988
6/4/2019,22:21:50,196493,79,136544,407,66235,38,57584,43,10657,2,487729,1723,9710.836,73.99805
6/5/2019,5:21:48,196546,54,136546,1,66235,0,57584,0,10659,2,488551,826,9710.836,0
6/5/2019,13:51:49,196608,62,136548,3,66235,0,57584,0,10661,2,489800,1240,9710.836,0
6/5/2019,22:21:49,196670,61,136550,2,66235,0,57584,0,10663,2,491485,1690,9710.836,0
6/6/2019,5:21:48,196720,51,136552,2,66266,31,57584,0,10665,2,492286,801,9710.836,0
6/6/2019,13:51:48,196831,110,136951,397,66512,245,57799,214,10667,2,494292,2000,9906.872,195.0771
6/6/2019,22:21:48,196914,84,137334,384,66546,35,57834,36,10669,2,496003,1720,9967.402,61.25098
6/7/2019,5:21:47,196965,51,137336,1,66575,28,57834,0,10670,1,496812,809,9967.402,0
6/7/2019,13:51:47,197072,106,137734,398,66822,246,58045,210,10672,2,498525,1703,10145.46,177.1289
6/7/2019,22:21:47,197148,76,138105,372,66851,30,58075,31,10674,2,500376,1855,10194.93,50.40137
6/8/2019,5:21:48,197199,50,138107,2,66889,37,58075,0,10676,2,501164,792,10194.93,0
6/8/2019,13:51:47,197301,103,138503,395,67131,242,58283,207,10678,2,503144,1969,10402.05,206.1719
6/8/2019,22:21:47,197377,76,138890,388,67154,24,58314,32,10680,2,504691,1552,10455.9,54.79102
6/9/2019,5:21:48,197430,52,138891,1,67163,9,58314,0,10682,2,505524,834,10455.9,0
6/9/2019,13:51:48,197498,69,138893,2,67163,0,58314,0,10684,2,506776,1247,10455.9,0
6/9/2019,22:21:47,197562,64,138895,2,67163,0,58314,0,10686,2,508672,1896,10455.9,0
6/10/2019,5:21:48,197612,50,138897,2,67198,34,58314,0,10687,1,509601,932,10455.9,0
6/10/2019,13:51:48,197720,108,139278,380,67443,245,58524,209,10689,2,511661,2058,10651.12,194.2744
6/10/2019,22:21:47,197791,71,139664,387,67459,17,58550,27,10693,4,512984,1319,10699.96,49.79492
6/11/2019,5:21:48,197839,48,139666,2,67495,35,58550,0,10695,2,514051,1068,10699.96,0
6/11/2019,13:51:48,197942,103,140054,386,67743,248,58763,212,10697,2,516177,2123,10903.54,202.6123
6/11/2019,22:21:47,198016,74,140447,395,67766,24,58792,30,10699,2,517784,1612,10954.49,51.91699
6/12/2019,5:21:48,198066,50,140449,2,67804,37,58792,0,10701,2,518783,1000,10954.49,0
6/12/2019,13:51:47,198170,104,140839,388,68046,243,59000,207,10703,2,520414,1624,11158.51,203.2959
6/12/2019,22:21:47,198242,71,141202,364,68066,20,59023,24,10705,2,522075,1667,11203.21,45.4248
6/13/2019,5:21:47,198291,50,141204,2,68098,32,59023,0,10707,2,522749,678,11203.21,0
6/13/2019,13:51:48,198395,103,141580,374,68330,231,59221,197,10709,2,524504,1744,11386.1,181.9307
6/13/2019,22:21:48,198471,77,141707,129,68355,26,59238,18,10711,2,526326,1822,11431.9,46.75195
6/14/2019,5:21:48,198521,50,141709,2,68376,20,59238,0,10712,1,527193,872,11431.9,0
6/14/2019,13:51:48,198629,107,142098,387,68613,238,59449,211,10714,2,529173,1973,11636.29,203.4443
6/14/2019,22:21:48,198698,69,142450,354,68616,3,59449,0,10716,2,530994,1831,11666.34,30.75781
6/15/2019,5:21:48,198747,50,142451,1,68635,18,59449,0,10718,2,531802,803,11666.34,0
6/15/2019,13:51:48,198847,100,142843,391,68880,245,59655,205,10720,2,533751,1948,11864.6,198.2627
6/15/2019,22:21:48,198923,76,143254,412,68917,38,59690,36,10830,110,534251,505,11911.1,46.50293
6/16/2019,5:21:47,198971,48,143256,2,68927,10,59690,0,10831,1,534918,667,11911.1,0
6/16/2019,13:51:47,199035,64,143258,2,68932,5,59690,0,10834,3,535789,871,11911.1,0
6/16/2019,22:21:48,199097,62,143260,2,68936,4,59690,0,10836,2,536967,1178,11911.1,0
6/17/2019,5:21:47,199144,47,143262,1,68971,34,59690,0,10837,1,537730,763,11911.1,0
6/17/2019,13:51:48,199245,101,143645,382,69210,239,59904,213,10839,2,539664,1924,12110.15,198.1016
6/17/2019,22:21:48,199315,70,143900,254,69245,35,59930,27,10841,2,541141,1478,12173.69,64.48633
6/18/2019,5:21:48,199363,47,143927,30,69272,26,59930,0,10843,2,541689,555,12173.69,0
6/18/2019,13:51:47,199465,102,144294,365,69507,235,60118,187,10845,2,542970,1272,12335.63,160.9922
6/18/2019,22:21:47,199536,72,144633,340,69526,20,60145,28,10847,2,544026,1064,12377,42.07422
6/19/2019,5:21:47,199586,49,144641,8,69528,2,60145,0,10849,2,544609,579,12377,0
6/19/2019,13:51:47,199680,94,144967,325,69713,185,60293,148,10851,2,546093,1478,12529.4,151.4609
6/19/2019,22:21:47,199740,61,145261,295,69717,4,60293,0,10853,2,547363,1271,12530.34,1.883789
6/20/2019,5:21:46,199790,49,145269,8,69750,33,60293,0,10855,2,548029,671,12530.34,0
6/20/2019,13:51:46,199889,100,145655,384,69991,240,60499,204,10857,2,549628,1591,12723.65,192.3535
6/20/2019,22:21:46,199965,76,146008,355,70023,33,60542,45,10859,2,550915,1293,12783.33,60.39941
6/21/2019,5:21:46,200014,49,146016,8,70047,23,60542,0,10860,1,551451,539,12783.33,0
6/21/2019,13:51:45,200117,103,146402,385,70269,223,60743,201,10862,2,552866,1406,12980.22,195.9268
6/21/2019,22:21:44,200176,59,146589,188,70273,4,60743,0,10864,2,554060,1203,12998.74,19.48047
6/22/2019,5:21:45,200224,48,146597,8,70291,18,60743,0,10866,2,554627,567,12998.74,0
6/22/2019,13:51:45,200329,105,146994,396,70537,245,60956,212,10868,2,556332,1694,13194.08,194.3984
6/22/2019,22:21:46,200398,69,147366,373,70548,12,60970,15,10870,2,558050,1728,13230.51,37.36816
6/23/2019,5:21:45,200446,48,147374,8,70556,8,60970,0,10872,2,558822,768,13230.51,0
6/23/2019,13:51:45,200498,51,147383,9,70560,4,60970,0,10874,2,559724,906,13230.51,0
6/23/2019,22:21:45,200559,62,147392,9,70562,2,60970,0,10876,2,561103,1379,13230.51,0
6/24/2019,5:21:44,200606,47,147400,8,70598,35,60970,0,10877,1,561821,718,13230.51,0
6/24/2019,13:51:44,200710,104,147802,401,70816,219,61153,182,10879,2,563471,1640,13422.82,191.3682
6/24/2019,22:21:43,200774,64,148056,255,70819,3,61153,1,10882,3,564377,911,13429,7.124023
6/25/2019,5:21:42,200823,48,148064,7,70849,29,61153,0,10883,1,564992,615,13429,0
6/25/2019,13:51:42,200929,106,148469,405,71088,240,61366,213,10885,2,566674,1677,13626.47,196.5254
6/25/2019,22:21:42,201001,73,148852,384,71121,33,61400,34,10887,2,568087,1416,13688.77,63.00488
6/26/2019,5:21:40,201049,48,148860,8,71148,26,61400,0,10889,2,568737,650,13688.77,0
6/26/2019,13:51:41,201153,104,149261,399,71342,195,61555,155,10891,2,570465,1722,13866.05,177.2891
6/26/2019,22:21:40,201221,68,149534,275,71348,6,61555,0,10893,2,572125,1664,13866.05,0
6/27/2019,5:21:38,201275,53,149542,8,71375,26,61555,0,10895,2,573081,956,13866.05,0
6/27/2019,13:51:39,201374,100,149938,394,71552,178,61696,141,10897,2,574695,1613,14029.38,163.3252
6/27/2019,22:21:40,201440,66,150183,247,71556,4,61696,0,10899,2,576178,1483,14029.38,0
6/28/2019,5:21:39,201493,53,150190,7,71583,26,61696,0,10901,2,577057,879,14029.38,0
6/28/2019,13:51:39,201600,107,150571,379,71799,216,61827,131,10903,2,578741,1676,14193.13,162.8086
6/28/2019,22:21:38,201681,81,150989,420,71848,50,61863,36,10905,2,580461,1730,14261.54,69.35059
